country_code,postal_code,place_name,state_name,state_code,county_name,county_code,community_name,community_code,latitude,longitude,accuracy
AT,7000,Kleinhöflein im Burgenland,Burgenland,1,Eisenstadt Stadt,101.0,Eisenstadt,10101.0,47.8415,16.5041,4
AT,7000,Sankt Georgen am Leithagebirge,Burgenland,1,Eisenstadt Stadt,101.0,Eisenstadt,10101.0,47.85,16.55,4
AT,7000,Eisenstadt,Burgenland,1,Eisenstadt Stadt,101.0,Eisenstadt,10101.0,47.8457,16.5233,4
AT,7002,Eisenstadt,Burgenland,1,Eisenstadt Stadt,101.0,Eisenstadt,10101.0,47.8457,16.5233,4
AT,7071,Rust,Burgenland,1,Rust Stadt,102.0,Rust,10201.0,47.8012,16.6716,4
AT,2443,Loretto,Burgenland,1,Eisenstadt-Umgebung,103.0,Loretto,10320.0,47.9156,16.5179,4
AT,2443,Leithaprodersdorf,Burgenland,1,Eisenstadt-Umgebung,103.0,Leithaprodersdorf,10306.0,47.9335,16.4791,4
AT,2443,Stotzing,Burgenland,1,Eisenstadt-Umgebung,103.0,Stotzing,10321.0,47.9069,16.5458,4
AT,2485,Wimpassing an der Leitha,Burgenland,1,Eisenstadt-Umgebung,103.0,Wimpassing an der Leitha,10318.0,47.9167,16.4333,4
AT,2491,Hornstein / Vorištan,Burgenland,1,Eisenstadt-Umgebung,103.0,Hornstein,10304.0,47.8805,16.4445,4
AT,2491,Neufeld an der Leitha,Burgenland,1,Eisenstadt-Umgebung,103.0,Neufeld an der Leitha,10309.0,47.8656,16.3786,4
AT,2491,Steinbrunn / Štikapron,Burgenland,1,Eisenstadt-Umgebung,103.0,Steinbrunn,10316.0,47.8333,16.4167,4
AT,7011,Siegendorf / Cindrof,Burgenland,1,Eisenstadt-Umgebung,103.0,Siegendorf,10315.0,47.781,16.5423,4
AT,7012,Zagersdorf / Cogrštof,Burgenland,1,Eisenstadt-Umgebung,103.0,Zagersdorf,10323.0,47.7647,16.5138,4
AT,7013,Klingenbach / Klimpuh,Burgenland,1,Eisenstadt-Umgebung,103.0,Klingenbach,10305.0,47.7569,16.5508,1
AT,7033,Zillingtal / Celindof,Burgenland,1,Eisenstadt-Umgebung,103.0,Zillingtal,10322.0,47.8144,16.4093,4
AT,7034,Zillingtal / Celindof,Burgenland,1,Eisenstadt-Umgebung,103.0,Zillingtal,10322.0,47.8144,16.4093,4
AT,7035,Zillingtal / Celindof,Burgenland,1,Eisenstadt-Umgebung,103.0,Zillingtal,10322.0,47.8144,16.4093,4
AT,7035,Steinbrunn / Štikapron,Burgenland,1,Eisenstadt-Umgebung,103.0,Steinbrunn,10316.0,47.8333,16.4167,4
AT,7041,Wulkaprodersdorf / Vulkaprodrštof,Burgenland,1,Eisenstadt-Umgebung,103.0,Wulkaprodersdorf,10319.0,47.7975,16.5045,4
AT,7051,Großhöflein,Burgenland,1,Eisenstadt-Umgebung,103.0,Großhöflein,10303.0,47.8359,16.4804,4
AT,7052,Müllendorf,Burgenland,1,Eisenstadt-Umgebung,103.0,Müllendorf,10308.0,47.8394,16.4626,4
AT,7053,Hornstein / Vorištan,Burgenland,1,Eisenstadt-Umgebung,103.0,Hornstein,10304.0,47.8805,16.4445,4
AT,7061,Trausdorf an der Wulka / Trajštof,Burgenland,1,Eisenstadt-Umgebung,103.0,Trausdorf an der Wulka,10317.0,47.8156,16.5662,1
AT,7062,Sankt Margarethen im Burgenland,Burgenland,1,Eisenstadt-Umgebung,103.0,Sankt Margarethen im Burgenland,10313.0,47.8034,16.6088,4
AT,7063,Oggau am Neusiedler See,Burgenland,1,Eisenstadt-Umgebung,103.0,Oggau am Neusiedler See,10310.0,47.8333,16.6667,4
AT,7064,Oslip / Uzlop,Burgenland,1,Eisenstadt-Umgebung,103.0,Oslip,10311.0,47.8291,16.6196,4
AT,7072,Mörbisch am See,Burgenland,1,Eisenstadt-Umgebung,103.0,Mörbisch am See,10307.0,47.75,16.6667,4
AT,7081,Schützen am Gebirge,Burgenland,1,Eisenstadt-Umgebung,103.0,Schützen am Gebirge,10314.0,47.8523,16.6233,4
AT,7082,Donnerskirchen,Burgenland,1,Eisenstadt-Umgebung,103.0,Donnerskirchen,10302.0,47.8942,16.6463,4
AT,7083,Purbach am Neusiedler See,Burgenland,1,Eisenstadt-Umgebung,103.0,Purbach am Neusiedler See,10312.0,47.9129,16.6956,4
AT,7091,Breitenbrunn,Burgenland,1,Eisenstadt-Umgebung,103.0,Breitenbrunn am Neusiedler See,10301.0,47.9445,16.7315,4
AT,7521,Gaas,Burgenland,1,Politischer Bezirk Güssing,104.0,Eberau,10403.0,47.0824,16.463,4
AT,7521,Winten,Burgenland,1,Politischer Bezirk Güssing,104.0,Eberau,10403.0,47.1171,16.4445,4
AT,7521,Kulm im Burgenland,Burgenland,1,Politischer Bezirk Güssing,104.0,Eberau,10403.0,47.104,16.4524,4
AT,7521,Oberbildein,Burgenland,1,Politischer Bezirk Güssing,104.0,Bildein,10426.0,47.1333,16.4667,4
AT,7521,Eberau,Burgenland,1,Politischer Bezirk Güssing,104.0,Eberau,10403.0,47.1076,16.4604,4
AT,7521,Unterbildein,Burgenland,1,Politischer Bezirk Güssing,104.0,Bildein,10426.0,47.1284,16.4679,4
AT,7522,Deutsch Bieling,Burgenland,1,Politischer Bezirk Güssing,104.0,Heiligenbrunn,10407.0,47.0167,16.4333,4
AT,7522,Strem,Burgenland,1,Politischer Bezirk Güssing,104.0,Strem,10416.0,47.045,16.4143,4
AT,7522,Deutsch Ehrensdorf,Burgenland,1,Politischer Bezirk Güssing,104.0,Strem,10416.0,47.0979,16.4142,4
AT,7522,Reinersdorf,Burgenland,1,Politischer Bezirk Güssing,104.0,Heiligenbrunn,10407.0,47.0104,16.3888,4
AT,7522,Hagensdorf im Burgenland,Burgenland,1,Politischer Bezirk Güssing,104.0,Heiligenbrunn,10407.0,47.0145,16.4554,4
AT,7522,Kroatisch Ehrensdorf,Burgenland,1,Politischer Bezirk Güssing,104.0,Eberau,10403.0,47.1175,16.4024,4
AT,7522,Steinfurt,Burgenland,1,Politischer Bezirk Güssing,104.0,Strem,10416.0,47.0667,16.4167,4
AT,7522,Sumetendorf,Burgenland,1,Politischer Bezirk Güssing,104.0,Strem,10416.0,47.0445,16.3935,4
AT,7522,Luising,Burgenland,1,Politischer Bezirk Güssing,104.0,Heiligenbrunn,10407.0,47.0139,16.4794,4
AT,7522,Heiligenbrunn,Burgenland,1,Politischer Bezirk Güssing,104.0,Heiligenbrunn,10407.0,47.027,16.4169,4
AT,7533,Ollersdorf im Burgenland,Burgenland,1,Politischer Bezirk Güssing,104.0,Ollersdorf im Burgenland,10412.0,47.1833,16.1667,4
AT,7534,Olbendorf,Burgenland,1,Politischer Bezirk Güssing,104.0,Olbendorf,10411.0,47.1833,16.2,4
AT,7534,Rauchwart,Burgenland,1,Politischer Bezirk Güssing,104.0,Rauchwart,10427.0,47.1333,16.2333,4
AT,7535,Schallendorf im Burgenland,Burgenland,1,Politischer Bezirk Güssing,104.0,Sankt Michael im Burgenland,10413.0,47.1167,16.25,4
AT,7535,Gamischdorf,Burgenland,1,Politischer Bezirk Güssing,104.0,Sankt Michael im Burgenland,10413.0,47.1078,16.2591,4
AT,7535,Rauchwart,Burgenland,1,Politischer Bezirk Güssing,104.0,Rauchwart,10427.0,47.1333,16.2333,4
AT,7535,Sankt Michael im Burgenland,Burgenland,1,Politischer Bezirk Güssing,104.0,Sankt Michael im Burgenland,10413.0,47.1285,16.2715,4
AT,7536,Güttenbach / Pinkovac,Burgenland,1,Politischer Bezirk Güssing,104.0,Güttenbach,10406.0,47.1571,16.2923,4
AT,7537,Neuberg im Burgenland / Nova Gora,Burgenland,1,Politischer Bezirk Güssing,104.0,Neuberg im Burgenland,10409.0,47.1689,16.2605,4
AT,7540,Sankt Nikolaus,Burgenland,1,Politischer Bezirk Güssing,104.0,Güssing,10405.0,47.0462,16.3323,4
AT,7540,Sulz im Burgenland,Burgenland,1,Politischer Bezirk Güssing,104.0,Gerersdorf-Sulz,10404.0,47.0748,16.2696,4
AT,7540,Inzenhof,Burgenland,1,Politischer Bezirk Güssing,104.0,Inzenhof,10421.0,47.0167,16.3167,4
AT,7540,Moschendorf,Burgenland,1,Politischer Bezirk Güssing,104.0,Moschendorf,10428.0,47.0584,16.4773,4
AT,7540,Glasing,Burgenland,1,Politischer Bezirk Güssing,104.0,Güssing,10405.0,47.0433,16.3575,4
AT,7540,Tschanigraben,Burgenland,1,Politischer Bezirk Güssing,104.0,Tschanigraben,10423.0,47.0043,16.3108,4
AT,7540,Güssing,Burgenland,1,Politischer Bezirk Güssing,104.0,Güssing,10405.0,47.0594,16.3243,4
AT,7540,Kleinmürbisch,Burgenland,1,Politischer Bezirk Güssing,104.0,Kleinmürbisch,10422.0,47.033,16.3245,4
AT,7540,Rehgraben,Burgenland,1,Politischer Bezirk Güssing,104.0,Gerersdorf-Sulz,10404.0,47.0833,16.2333,4
AT,7540,Urbersdorf,Burgenland,1,Politischer Bezirk Güssing,104.0,Güssing,10405.0,47.0576,16.3729,4
AT,7540,Großmürbisch,Burgenland,1,Politischer Bezirk Güssing,104.0,Großmürbisch,10420.0,47.0164,16.362,4
AT,7540,Neustift bei Güssing,Burgenland,1,Politischer Bezirk Güssing,104.0,Neustift bei Güssing,10410.0,47.0247,16.2604,4
AT,7540,Krottendorf,Burgenland,1,Politischer Bezirk Güssing,104.0,Güssing,10405.0,47.0595,16.3071,4
AT,7542,Gerersdorf bei Güssing,Burgenland,1,Politischer Bezirk Güssing,104.0,Gerersdorf-Sulz,10404.0,47.0667,16.25,4
AT,7542,Sulz im Burgenland,Burgenland,1,Politischer Bezirk Güssing,104.0,Gerersdorf-Sulz,10404.0,47.0748,16.2696,4
AT,7542,Steingraben,Burgenland,1,Politischer Bezirk Güssing,104.0,Güssing,10405.0,47.0643,16.2743,4
AT,7543,Limbach,Burgenland,1,Politischer Bezirk Güssing,104.0,Kukmirn,10408.0,47.0667,16.1667,4
AT,7543,Eisenhüttl,Burgenland,1,Politischer Bezirk Güssing,104.0,Kukmirn,10408.0,47.1,16.2,4
AT,7543,Kukmirn,Burgenland,1,Politischer Bezirk Güssing,104.0,Kukmirn,10408.0,47.0754,16.2103,4
AT,7543,Neusiedl,Burgenland,1,Politischer Bezirk Güssing,104.0,Kukmirn,10408.0,47.1,16.1833,4
AT,7544,Deutsch Tschantschendorf,Burgenland,1,Politischer Bezirk Güssing,104.0,Tobaj,10417.0,47.1,16.2833,4
AT,7544,Punitz,Burgenland,1,Politischer Bezirk Güssing,104.0,Tobaj,10417.0,47.1167,16.35,4
AT,7544,Kroatisch Tschantschendorf,Burgenland,1,Politischer Bezirk Güssing,104.0,Tobaj,10417.0,47.0974,16.2864,4
AT,7544,Tobaj,Burgenland,1,Politischer Bezirk Güssing,104.0,Tobaj,10417.0,47.0833,16.3,4
AT,7544,Hasendorf im Burgenland,Burgenland,1,Politischer Bezirk Güssing,104.0,Tobaj,10417.0,47.0833,16.3,4
AT,7544,Tudersdorf,Burgenland,1,Politischer Bezirk Güssing,104.0,Tobaj,10417.0,47.1,16.2833,4
AT,7545,Neustift bei Güssing,Burgenland,1,Politischer Bezirk Güssing,104.0,Neustift bei Güssing,10410.0,47.0247,16.2604,4
AT,7546,Moschendorf,Burgenland,1,Politischer Bezirk Güssing,104.0,Moschendorf,10428.0,47.0584,16.4773,4
AT,7551,Heugraben,Burgenland,1,Politischer Bezirk Güssing,104.0,Heugraben,10424.0,47.1178,16.1904,4
AT,7551,Stegersbach,Burgenland,1,Politischer Bezirk Güssing,104.0,Stegersbach,10414.0,47.1667,16.1667,4
AT,7551,Rohr im Burgenland,Burgenland,1,Politischer Bezirk Güssing,104.0,Rohr im Burgenland,10425.0,47.1167,16.1667,4
AT,7551,Bocksdorf,Burgenland,1,Politischer Bezirk Güssing,104.0,Bocksdorf,10401.0,47.1426,16.1778,4
AT,7552,Stinatz / Stinjaki,Burgenland,1,Politischer Bezirk Güssing,104.0,Stinatz,10415.0,47.2027,16.1331,4
AT,7553,Bocksdorf,Burgenland,1,Politischer Bezirk Güssing,104.0,Bocksdorf,10401.0,47.1426,16.1778,4
AT,7554,Rohr im Burgenland,Burgenland,1,Politischer Bezirk Güssing,104.0,Rohr im Burgenland,10425.0,47.1167,16.1667,4
AT,8291,Burgauberg,Burgenland,1,Politischer Bezirk Güssing,104.0,Burgauberg-Neudauberg,10402.0,47.1477,16.1235,4
AT,8292,Neudauberg,Burgenland,1,Politischer Bezirk Güssing,104.0,Burgauberg-Neudauberg,10402.0,47.1717,16.1195,4
AT,8292,Hackerberg,Burgenland,1,Politischer Bezirk Güssing,104.0,Hackerberg,10418.0,47.1982,16.1057,4
AT,8293,Wörterberg,Burgenland,1,Politischer Bezirk Güssing,104.0,Wörterberg,10419.0,47.2167,16.1,4
AT,7561,Heiligenkreuz im Lafnitztal,Burgenland,1,Politischer Bezirk Jennersdorf,105.0,Heiligenkreuz im Lafnitztal,10503.0,46.9892,16.2608,4
AT,7561,Poppendorf im Burgenland,Burgenland,1,Politischer Bezirk Jennersdorf,105.0,Heiligenkreuz im Lafnitztal,10503.0,46.9969,16.225,4
AT,7562,Eltendorf,Burgenland,1,Politischer Bezirk Jennersdorf,105.0,Eltendorf,10502.0,47.0087,16.2024,4
AT,7562,Zahling,Burgenland,1,Politischer Bezirk Jennersdorf,105.0,Eltendorf,10502.0,47.0244,16.2147,4
AT,7563,Königsdorf,Burgenland,1,Politischer Bezirk Jennersdorf,105.0,Königsdorf,10511.0,47.0025,16.1682,4
AT,7564,Rudersdorf,Burgenland,1,Politischer Bezirk Jennersdorf,105.0,Rudersdorf,10508.0,47.0513,16.12,4
AT,7564,Dobersdorf,Burgenland,1,Politischer Bezirk Jennersdorf,105.0,Rudersdorf,10508.0,47.0224,16.1439,4
AT,7571,Rudersdorf,Burgenland,1,Politischer Bezirk Jennersdorf,105.0,Rudersdorf,10508.0,47.0513,16.12,4
AT,7572,Deutsch Kaltenbrunn,Burgenland,1,Politischer Bezirk Jennersdorf,105.0,Deutsch Kaltenbrunn,10501.0,47.0888,16.1069,4
AT,7572,Rohrbrunn,Burgenland,1,Politischer Bezirk Jennersdorf,105.0,Deutsch Kaltenbrunn,10501.0,47.1244,16.1151,4
AT,8282,Henndorf im Burgenland,Burgenland,1,Politischer Bezirk Jennersdorf,105.0,Jennersdorf,10504.0,46.982,16.1459,4
AT,8350,Welten,Burgenland,1,Politischer Bezirk Jennersdorf,105.0,Sankt Martin an der Raab,10509.0,46.9282,16.0813,4
AT,8380,Henndorf im Burgenland,Burgenland,1,Politischer Bezirk Jennersdorf,105.0,Jennersdorf,10504.0,46.982,16.1459,4
AT,8380,Rax,Burgenland,1,Politischer Bezirk Jennersdorf,105.0,Jennersdorf,10504.0,46.942,16.1661,4
AT,8380,Grieselstein,Burgenland,1,Politischer Bezirk Jennersdorf,105.0,Jennersdorf,10504.0,46.95,16.1197,4
AT,8380,Neumarkt an der Raab,Burgenland,1,Politischer Bezirk Jennersdorf,105.0,Sankt Martin an der Raab,10509.0,46.9269,16.1667,4
AT,8380,Jennersdorf,Burgenland,1,Politischer Bezirk Jennersdorf,105.0,Jennersdorf,10504.0,46.9385,16.1416,4
AT,8382,Mogersdorf,Burgenland,1,Politischer Bezirk Jennersdorf,105.0,Mogersdorf,10506.0,46.9481,16.2321,4
AT,8382,Krobotek,Burgenland,1,Politischer Bezirk Jennersdorf,105.0,Weichselbaum,10510.0,46.9715,16.1921,4
AT,8382,Maria Bild,Burgenland,1,Politischer Bezirk Jennersdorf,105.0,Weichselbaum,10510.0,46.9589,16.1897,4
AT,8382,Weichselbaum,Burgenland,1,Politischer Bezirk Jennersdorf,105.0,Weichselbaum,10510.0,46.9416,16.1871,4
AT,8382,Deutsch Minihof,Burgenland,1,Politischer Bezirk Jennersdorf,105.0,Mogersdorf,10506.0,46.9708,16.2426,4
AT,8382,Wallendorf,Burgenland,1,Politischer Bezirk Jennersdorf,105.0,Mogersdorf,10506.0,46.9719,16.2333,4
AT,8382,Rosendorf,Burgenland,1,Politischer Bezirk Jennersdorf,105.0,Weichselbaum,10510.0,46.9782,16.2077,4
AT,8383,Sankt Martin an der Raab,Burgenland,1,Politischer Bezirk Jennersdorf,105.0,Sankt Martin an der Raab,10509.0,46.9202,16.1338,4
AT,8383,Doiber,Burgenland,1,Politischer Bezirk Jennersdorf,105.0,Sankt Martin an der Raab,10509.0,46.9209,16.1147,4
AT,8383,Welten,Burgenland,1,Politischer Bezirk Jennersdorf,105.0,Sankt Martin an der Raab,10509.0,46.9282,16.0813,4
AT,8383,Oberdrosen,Burgenland,1,Politischer Bezirk Jennersdorf,105.0,Sankt Martin an der Raab,10509.0,46.889,16.1203,4
AT,8383,Eisenberg an der Raab,Burgenland,1,Politischer Bezirk Jennersdorf,105.0,Sankt Martin an der Raab,10509.0,46.9071,16.142,4
AT,8383,Gritsch,Burgenland,1,Politischer Bezirk Jennersdorf,105.0,Sankt Martin an der Raab,10509.0,46.9232,16.0963,4
AT,8384,Tauka,Burgenland,1,Politischer Bezirk Jennersdorf,105.0,Minihof-Liebau,10505.0,46.8632,16.0748,4
AT,8384,Bonisdorf,Burgenland,1,Politischer Bezirk Jennersdorf,105.0,Neuhaus am Klausenbach,10507.0,46.8425,16.0406,4
AT,8384,Windisch-Minihof,Burgenland,1,Politischer Bezirk Jennersdorf,105.0,Minihof-Liebau,10505.0,46.8908,16.0954,4
AT,8384,Minihof-Liebau,Burgenland,1,Politischer Bezirk Jennersdorf,105.0,Minihof-Liebau,10505.0,46.8796,16.0772,3
AT,8384,Oberdrosen,Burgenland,1,Politischer Bezirk Jennersdorf,105.0,Sankt Martin an der Raab,10509.0,46.889,16.1203,4
AT,8385,Neuhaus am Klausenbach,Burgenland,1,Politischer Bezirk Jennersdorf,105.0,Neuhaus am Klausenbach,10507.0,46.8667,16.0333,4
AT,8385,Bonisdorf,Burgenland,1,Politischer Bezirk Jennersdorf,105.0,Neuhaus am Klausenbach,10507.0,46.8425,16.0406,4
AT,8385,Kalch,Burgenland,1,Politischer Bezirk Jennersdorf,105.0,Neuhaus am Klausenbach,10507.0,46.8403,16.0105,4
AT,8385,Welten,Burgenland,1,Politischer Bezirk Jennersdorf,105.0,Sankt Martin an der Raab,10509.0,46.9282,16.0813,4
AT,8385,Mühlgraben,Burgenland,1,Politischer Bezirk Jennersdorf,105.0,Mühlgraben,10512.0,46.8871,16.0386,4
AT,8385,Krottendorf bei Neuhaus am Klausenbach,Burgenland,1,Politischer Bezirk Jennersdorf,105.0,Neuhaus am Klausenbach,10507.0,46.8499,16.0292,4
AT,7020,Loipersbach im Burgenland,Burgenland,1,Politischer Bezirk Mattersburg,106.0,Loipersbach im Burgenland,10604.0,47.6966,16.4792,4
AT,7021,Baumgarten / Pajngrt,Burgenland,1,Politischer Bezirk Mattersburg,106.0,Baumgarten,10617.0,47.7389,16.5006,4
AT,7021,Draßburg / Rasporak,Burgenland,1,Politischer Bezirk Mattersburg,106.0,Draßburg,10601.0,47.7465,16.4868,4
AT,7022,Schattendorf,Burgenland,1,Politischer Bezirk Mattersburg,106.0,Schattendorf,10612.0,47.7097,16.5098,4
AT,7023,Stöttera,Burgenland,1,Politischer Bezirk Mattersburg,106.0,Zemendorf-Stöttera,10618.0,47.7679,16.4611,4
AT,7023,Pöttelsdorf,Burgenland,1,Politischer Bezirk Mattersburg,106.0,Pöttelsdorf,10608.0,47.7537,16.4386,4
AT,7023,Zemendorf,Burgenland,1,Politischer Bezirk Mattersburg,106.0,Zemendorf-Stöttera,10618.0,47.7628,16.4511,4
AT,7024,Hirm,Burgenland,1,Politischer Bezirk Mattersburg,106.0,Hirm,10603.0,47.7865,16.4546,4
AT,7025,Pöttelsdorf,Burgenland,1,Politischer Bezirk Mattersburg,106.0,Pöttelsdorf,10608.0,47.7537,16.4386,4
AT,7031,Krensdorf,Burgenland,1,Politischer Bezirk Mattersburg,106.0,Krensdorf,10619.0,47.7855,16.4149,4
AT,7032,Sigleß,Burgenland,1,Politischer Bezirk Mattersburg,106.0,Sigleß,10614.0,47.7753,16.395,4
AT,7033,Pöttsching,Burgenland,1,Politischer Bezirk Mattersburg,106.0,Pöttsching,10609.0,47.8045,16.3711,4
AT,7042,Antau / Otava,Burgenland,1,Politischer Bezirk Mattersburg,106.0,Antau,10616.0,47.7738,16.4798,4
AT,7201,Neudörfl,Burgenland,1,Politischer Bezirk Mattersburg,106.0,Neudörfl,10607.0,47.7966,16.2977,4
AT,7202,Wiesen,Burgenland,1,Politischer Bezirk Mattersburg,106.0,Wiesen,10615.0,47.7378,16.338,4
AT,7202,Pöttsching,Burgenland,1,Politischer Bezirk Mattersburg,106.0,Pöttsching,10609.0,47.8045,16.3711,4
AT,7202,Bad Sauerbrunn,Burgenland,1,Politischer Bezirk Mattersburg,106.0,Bad Sauerbrunn,10611.0,47.7744,16.3284,4
AT,7203,Wiesen,Burgenland,1,Politischer Bezirk Mattersburg,106.0,Wiesen,10615.0,47.7378,16.338,4
AT,7210,Walbersdorf,Burgenland,1,Politischer Bezirk Mattersburg,106.0,Mattersburg,10606.0,47.7333,16.4,4
AT,7210,Mattersburg,Burgenland,1,Politischer Bezirk Mattersburg,106.0,Mattersburg,10606.0,47.7333,16.4,4
AT,7212,Forchtenstein,Burgenland,1,Politischer Bezirk Mattersburg,106.0,Forchtenstein,10602.0,47.7116,16.3453,4
AT,7221,Marz,Burgenland,1,Politischer Bezirk Mattersburg,106.0,Marz,10605.0,47.7167,16.4167,4
AT,7222,Rohrbach bei Mattersburg,Burgenland,1,Politischer Bezirk Mattersburg,106.0,Rohrbach bei Mattersburg,10610.0,47.7052,16.4301,4
AT,7223,Sieggraben,Burgenland,1,Politischer Bezirk Mattersburg,106.0,Sieggraben,10613.0,47.6513,16.3799,4
AT,2413,Edelstal,Burgenland,1,Politischer Bezirk Neusiedl am See,107.0,Edelstal,10727.0,48.0999,16.9884,4
AT,2421,Kittsee,Burgenland,1,Politischer Bezirk Neusiedl am See,107.0,Kittsee,10711.0,48.0925,17.0639,4
AT,2422,Pama / Bijelo Selo,Burgenland,1,Politischer Bezirk Neusiedl am See,107.0,Pama,10715.0,48.0473,17.0332,4
AT,2423,Deutsch Jahrndorf,Burgenland,1,Politischer Bezirk Neusiedl am See,107.0,Deutsch Jahrndorf,10704.0,48.0112,17.1062,4
AT,2424,Zurndorf,Burgenland,1,Politischer Bezirk Neusiedl am See,107.0,Zurndorf,10724.0,47.9831,17.0031,4
AT,2425,Nickelsdorf,Burgenland,1,Politischer Bezirk Neusiedl am See,107.0,Nickelsdorf,10714.0,47.9406,17.0694,4
AT,2460,Bruckneudorf,Burgenland,1,Politischer Bezirk Neusiedl am See,107.0,Bruckneudorf,10703.0,48.0197,16.778,4
AT,2462,Kaisersteinbruch,Burgenland,1,Politischer Bezirk Neusiedl am See,107.0,Bruckneudorf,10703.0,47.9881,16.7029,4
AT,2462,Königshof,Burgenland,1,Politischer Bezirk Neusiedl am See,107.0,Bruckneudorf,10703.0,48.0098,16.7197,4
AT,2471,Parndorf / Pandrof,Burgenland,1,Politischer Bezirk Neusiedl am See,107.0,Parndorf,10717.0,47.9996,16.8605,4
AT,2473,Potzneusiedl,Burgenland,1,Politischer Bezirk Neusiedl am See,107.0,Potzneusiedl,10726.0,48.045,16.9477,4
AT,2474,Gattendorf,Burgenland,1,Politischer Bezirk Neusiedl am See,107.0,Gattendorf,10706.0,48.0167,16.9833,4
AT,2475,Neudorf / Novo Selo,Burgenland,1,Politischer Bezirk Neusiedl am See,107.0,Neudorf,10725.0,48.0167,16.9333,4
AT,7092,Winden am See,Burgenland,1,Politischer Bezirk Neusiedl am See,107.0,Winden am See,10723.0,47.9501,16.7556,4
AT,7093,Jois,Burgenland,1,Politischer Bezirk Neusiedl am See,107.0,Jois,10710.0,47.9617,16.796,4
AT,7100,Neusiedl am See,Burgenland,1,Politischer Bezirk Neusiedl am See,107.0,Neusiedl am See,10713.0,47.949,16.8417,4
AT,7100,Weiden am See,Burgenland,1,Politischer Bezirk Neusiedl am See,107.0,Weiden am See,10722.0,47.9253,16.869,4
AT,7101,Neusiedl am See,Burgenland,1,Politischer Bezirk Neusiedl am See,107.0,Neusiedl am See,10713.0,47.949,16.8417,4
AT,7111,Parndorf / Pandrof,Burgenland,1,Politischer Bezirk Neusiedl am See,107.0,Parndorf,10717.0,47.9996,16.8605,4
AT,7121,Weiden am See,Burgenland,1,Politischer Bezirk Neusiedl am See,107.0,Weiden am See,10722.0,47.9253,16.869,4
AT,7122,Gols,Burgenland,1,Politischer Bezirk Neusiedl am See,107.0,Gols,10707.0,47.8969,16.9111,4
AT,7123,Mönchhof,Burgenland,1,Politischer Bezirk Neusiedl am See,107.0,Mönchhof,10712.0,47.8802,16.9413,4
AT,7131,Halbturn,Burgenland,1,Politischer Bezirk Neusiedl am See,107.0,Halbturn,10708.0,47.8702,16.9754,4
AT,7132,Apetlon,Burgenland,1,Politischer Bezirk Neusiedl am See,107.0,Apetlon,10702.0,47.7439,16.8302,4
AT,7132,Frauenkirchen,Burgenland,1,Politischer Bezirk Neusiedl am See,107.0,Frauenkirchen,10705.0,47.8368,16.9258,4
AT,7141,Podersdorf am See,Burgenland,1,Politischer Bezirk Neusiedl am See,107.0,Podersdorf am See,10718.0,47.8541,16.8371,4
AT,7142,Illmitz,Burgenland,1,Politischer Bezirk Neusiedl am See,107.0,Illmitz,10709.0,47.7615,16.8002,4
AT,7143,Apetlon,Burgenland,1,Politischer Bezirk Neusiedl am See,107.0,Apetlon,10702.0,47.7439,16.8302,4
AT,7151,Wallern im Burgenland,Burgenland,1,Politischer Bezirk Neusiedl am See,107.0,Wallern im Burgenland,10721.0,47.7285,16.9371,4
AT,7152,Wallern im Burgenland,Burgenland,1,Politischer Bezirk Neusiedl am See,107.0,Wallern im Burgenland,10721.0,47.7285,16.9371,4
AT,7152,Pamhagen,Burgenland,1,Politischer Bezirk Neusiedl am See,107.0,Pamhagen,10716.0,47.7009,16.9078,4
AT,7161,Sankt Andrä am Zicksee,Burgenland,1,Politischer Bezirk Neusiedl am See,107.0,Sankt Andrä am Zicksee,10719.0,47.7841,16.9419,4
AT,7161,Apetlon,Burgenland,1,Politischer Bezirk Neusiedl am See,107.0,Apetlon,10702.0,47.7439,16.8302,4
AT,7162,Tadten,Burgenland,1,Politischer Bezirk Neusiedl am See,107.0,Tadten,10720.0,47.7642,16.9865,4
AT,7163,Andau,Burgenland,1,Politischer Bezirk Neusiedl am See,107.0,Andau,10701.0,47.7744,17.0329,4
AT,2812,Landsee,Burgenland,1,Politischer Bezirk Oberpullendorf,108.0,Markt Sankt Martin,10812.0,47.5583,16.3314,4
AT,7301,Girm,Burgenland,1,Politischer Bezirk Oberpullendorf,108.0,Deutschkreutz,10801.0,47.6,16.6067,4
AT,7301,Deutschkreutz,Burgenland,1,Politischer Bezirk Oberpullendorf,108.0,Deutschkreutz,10801.0,47.6,16.6333,4
AT,7302,Kroatisch Minihof / Mjenovo,Burgenland,1,Politischer Bezirk Oberpullendorf,108.0,Nikitsch,10815.0,47.5255,16.6445,4
AT,7302,Nikitsch / Filež,Burgenland,1,Politischer Bezirk Oberpullendorf,108.0,Nikitsch,10815.0,47.5362,16.6602,4
AT,7304,Mitterpullendorf,Burgenland,1,Politischer Bezirk Oberpullendorf,108.0,Oberpullendorf,10816.0,47.4933,16.5213,4
AT,7304,Großwarasdorf / Veliki Borištof,Burgenland,1,Politischer Bezirk Oberpullendorf,108.0,Großwarasdorf,10804.0,47.5391,16.553,4
AT,7304,Nebersdorf / Šuševo,Burgenland,1,Politischer Bezirk Oberpullendorf,108.0,Großwarasdorf,10804.0,47.5129,16.5705,4
